product_name,category,discounted_price,actual_price,discount_percentage,about_product,img_link,category_json
Acer 139 cm (55 inches) I Series 4K Ultra HD Android Smart LED TV AR55AR2851UDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$396.15,$576.11,31%,"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual band Wifi | 2 way Bluetooth | HDMI ports 2.1 x 3 (HDMI 1 supports eARC) to connect personal computer, laptop, set top box, Blu-ray speakers or a gaming console | USB ports 2.0 x 1, 3.0 x 1 to connect hard drives or other USB device|Sound: 30 Watts Output | High Fidelity Speakers with Dolby Audio | 5 Sound Modes - Movie, Music, Standard, News, Sports|Smart Tv Features: Google certified Android TV 11 | Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube, Disney+Hotstar | 5 Picture Mode | 2GB RAM | 16GB Storage | 64bit Quad Core Processor|Display : 1.07 Billion colours | MEMC | Wide Colour Gamut+ | Intelligent Frame Stabilization Engine | Dynamic Signal Calibration | HDR10+ with HLG | UHD Upscaling | Super Brightness | Micro Dimming | Blue Light Reduction | 178 degree Wide viewing angle|Warranty Information: 2 years comprehensive warranty provided by the manufacturer from date of purchase|Installation: Installation/Wall mounting/demo will be arranged by AHS Team. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged at the time of installation|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41ECCMs7tjL._SY300_SX300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
7SEVEN® Bluetooth Voice Command Remote for Xiaomi Redmi Mi Smart TV with Netflix & Prime Video Hot Keys XMRM-00A,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$9.59,$24.00,60%,"Compatible with MI Smart TV 4A 32 inch Led TV /Mi 4A 43 inch led TV | Mi LED Smart TV 4A (32 inch/43 inch) Mi Smart LED TV. Note: This remote not suitable for non smart or non android mi tv.|100% Best Quality Replacement Remote Control for Mi Smart TV with Bluetooth Voice Command.|Equipped with various buttons and controls, this remote lets you adjust settings of your Mi Smart Android TV 4A easily with the comfort of your sofa or bed. The remote has a compact and lightweight design that makes it easy to manage and use for longer period of time. All Products are checked by Electronic Testing machine Before Shipping. Before starting to use, please insert new set of batteries (Not included in this package)|This is an Imported Generic Product & Not Original Mi Remote.|For Pairing to LED TV, Please use new Alkaline Batteries.(Not Included Battery)",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/21Nw+BXh1kS._SY300_SX300_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
Sony TV - Remote Compatible for Sony LED Remote Control Works with Sony LED TV by Trend Trail Speed tech & Remote hi Remote & REO India only,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$2.46,$5.99,59%,Soft & Durable Keypad Durable Quality|Rigid Body|Efficient Performance Remotes are Quality Tested Before Shipment Suitable with Sony LED/LCD Tv without Smart Functions|2 AAA batteries Required,https://m.media-amazon.com/images/I/319bv0gNOeL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
Karbonn 80 cm (32 inches) Millenium Bezel-Less Series HD Ready Smart LED TV KJW32SKHD (Phantom Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$107.92,$227.97,53%,"Resolution: HD Ready (1366x768) | Reresh Rate : 60 hertz | 16:09 Display Scale|Connectivity: 2 HDMI Ports to connect set-top box, Blu Ray players and gaming console | 2 USB Ports to connect hard drives and other USB devices | 2 AV Input ports | RF Port | RJ45 | Wi-Fi|Smart TV Features: Android 9.0 (GOS) | In-built Apps Store | Screen Sharing | Remote with Hotkeys | Movie Box | Performance: Quad-Core A53 1.5GHz Processor | RAM 1GB | ROM 8GB|Sound: 20W Audio Output|Display: HD Ready Crystal Clear Display | Bezel-less Design | Dynamic Contrast | High Brightness | Vivid Colour Engine|Warranty Information: 1 year warranty provided by the manufacturer from date of purchase|Installation: Customer needs to call the Customer care for this product once delivered. Contact brand for assistance @ (Please visit brand website for tollfree numbers) and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Q5zqyjWPL._SY300_SX300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)","Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",$5.83,$24.00,76%,"Enables easy installation of audio components to your audio or home theater system|Digital optical cable constructed with durable black PVC outer layer and corrosion-resistant gold-plated connectors for optimal signal transfer|Precision-polished optical connectors allow maximum signal transfer accuracy. Specially optimized optical fiber for higher fidelity|Compatible with S/PDIF, ADAT's, Dolby Digital, & DTS|Limited Lifetime Warranty|Country of Origin: China",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41CF6GtnpKL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""Cables"", ""sub_cat4"": ""OpticalCables""}"
VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",$68.42,$132.05,48%,"Sound output: 20 Watts Output | In-built Box Speakers|Resolution: HD Ready (1366 x 768) | Refresh Rate: 60 hertz | Viewing angle: 178 degree|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Visio World support on (Please visit brand website for toll free numbers) and provide product's model name as well as seller's details mentioned on the invoice|Connectivity: 1 HDMI ports to connect set top box, Blue Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices|Display: A+ Grade Panel | IPE technology | True colour | Wide Viewing Angle|Easy returns: This product is eligible for replacement/refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided|Warranty Information: 1 year warranty provided by Visio World from date of purchase",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41UPNmnPgeL._SY300_SX300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""StandardTelevisions""}"
Samsung 138 cm (55 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA55AUE65AKXXL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$576.11,$851.14,32%,"Resolution : Crystal 4K Ultra HD (3840 x 2160) | Refresh Rate : 50 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 1 USB ports to connect hard drives or other USB devices|Display: Ultra HD (4k) LED Panel | One Billion Colors | New Bezel-less Design | Supports HDR 10+ | PurColor | Mega Contarst | UHD Dimming | Auto Game Mode|Sound: 20 Watts Output | Powerful Speakers with Dolby Digital Plus | Q Symphony|Smart TV Features : Prime Video, Hotstar, Netflix, Zee5 and more | Voice Assistant - Bixby & Alexa | Tap View | PC Mode | Universal Guide | Web Browser | Screen Mirroring|Warranty Information: 1 year comprehensive warranty plus additional 1 years on panel by brand from date of invoice|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Samsung support on (Visit Brand website for tollfree numbers) and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41IAkUhz1NL._SY300_SX300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
LOHAYA Television Remote Compatible for VU LED LCD HD Tv Remote Control Model No :- EN2B27V,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$3.59,$14.39,75%,Compatible Device For VU LED LCD HD Tv Remote Control Model No :- EN2B27V|100% Best Quality Plastic Body and Soft Silicone Rubber Keypad|Remotes are checked by Testing Machine Before Shipment|Imported Generic Product Not by VU|Please MatcThe Replaced Remote Control Can Work for Below Knowing Models: 55S6575 49S6575 43S6575 40S6575 32S6575 LED40K16 LEDN50K310X3D LTDN55XT780XWAU3D LTDN65XT780XWAU3D 55S6575 49S6575 43S6575 40S6575 32S6575 LED40K16 LEDN50K310X3D LTDN55XT780XWAU3D LTDN65XT780XWAU3D with Netflix and YouTube Shortcut Keys,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/316rtwd6jOL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV L43M7-EAIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$300.11,$432.16,31%,"Note : The brands, Mi and Xiaomi, are part of the same multinational conglomerate|Resolution : Full HD (1920 x 1080) Resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual Band Wi-Fi | 2 HDMI ports to connect latest gaming consoles, set top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | ALLM | ARC | Bluetooth 5.0 | Ethernet|Sound: 24 Watts Output | Dolby Audio, DTS:X, DTS Virtual: X|Smart TV Features : Android TV 11 | PatchWall | IMDb Integration | Universal Search | 300+ Free Live Channels | Kids Mode with Parental lock | Smart Recommendations | Language Universe – 15+ Languages | User Centre | Okay Google | Chromecast suporting Apps : Netflix, Prime Video, Disney+ Hotstar | 5000+ apps from Play Store |Quad core Cortex A55 | Chromecast built-in | Ok Google | Auto Low Latency Mode | 1.5 GB RAM + 8GB Storage|Display: Full HD | Vivid Picture Engine|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41jh12qGXuL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
Caldipree Silicone Case Cover Compatible for 2022 Samsung Smart TV Remote QLED TV BN68-13897A TM2280E (2022-BLACK),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$6.57,$36.00,82%,"Compatible: This silicone case cover is for Samsung Smart TV remote with solar cell BN59-01311B/BN59-01311G/BN59-01327/BN59-01327A/BN59-01327B/BN59-01327C/BN59-01357/BN59-01357A/BN59-01357B/BN59-01357D/BN59-01357C/BN59-01357F/BN59-01357G/BN59-01357L/BN59-01358D/BN59-01363A/BN59-01363C/BN59-01363J/BN59-01363L/BN59-01364A/BN59-01385A/BN59-01385B/BN59-01385D/BN59-01386A/BN59-01386D/BN59-01391A/TM2280E|Easy to find&install: This silicone case are all With bright colors makes you easier to find on a dark colored couch. You can install the cover by Just slipping your samsung remote control into the case cover. Note:Only glow green and glow blue can glow in the night, others can not.|Full access: Precise cut to all the function button. Easily access to all buttons. Does not affect USB or solar panel charging.|Full protection: The silicone case full wrapped your samsung remote like a glove. The little dot in the back enhanced grip. Anti-slip, anti-drop,shockproof, washable and durable.|Premium Material: This silicone case is made of kids and pets friendly material,durable and soft. Package: The silicone case *1,Lanyard*1 NOTE: The remote control is not included.",https://m.media-amazon.com/images/I/41LwSJdthGL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
Universal Remote Control for All Sony TV for All LCD LED and Bravia TVs Remote,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$2.87,$8.39,66%,"Replacement for Sony RM-YD092 ,Fits with various SONY brand models,It is compatible with most of new and old SONY TV. Support 2K 4K UHD Smart TV. including Home hub buttons.Has both TV mode and DVD mode|This Item uses two AAA batteries(Batteries are not included). Please put new batteries inside.|Without programming or pairing required. Put the batteries inside and it will be works,No other Settings are required|Shipping from amazon's us warehouse, you can receive your package within 2-3 days|If you have any questions after receiving the remote control, please feel free to contact us, we will provide you with timely and high-quality service",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41qMoS4lfRL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$4.19,$11.99,65%,"Type: Protective Cover For Remote Control|Material: Silicone|Available colors: Red, Black.|For your convenience we have list some remote models for your easy reference.(The remote model number is usually affixed in the back or battery box)",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/413aXXtr4CL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K 60Hz and Audio Return - Latest Version (3 Feet / 0.9 Meter)","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",$5.61,$7.19,22%,"[Premium Cable] - High-Speed HDMI Cables. Made with a PVC Jacket, this cable protects against fraying and damage, making it perfect for everyday use.|[ Supports Latest HDMI 2.0b Standard ] - 4K, UHD, 3D, Audio Return Channel (ARC), Category 2 Certified,18 Gbps / 600 MHz Refresh Rate, 2160p, 1080p, 48 Bit Deep Color, Ethernet and is backwards compatible with earlier versions|[ In-Wall Series ] - Fire-resistant PVC Jacket, and availablility in lengths of 15ft, 20ft, 25ft, 35ft & 50ft make the BlueRigger CL3 Rated cable ideal for in-wall installation|[ Reliable Construction ] - Durable, high-quality build protects against corrosion while maximizing signal strength - 100% Pure copper conductors, Triple Cable Shielding, 24K Gold-plated full metal jacket connectors|[ Compatible with all HDMI Components ] - Connect Blu-Ray Player, Apple TV, Xbox One, PS4, Roku, and laptops with HDMI output to 4K UHD TV, projectors, A/V Receiver, etc.",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41k0WxE3sKS._SY445_SX342_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""Cables"", ""sub_cat4"": ""HDMICables""}"
TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$143.94,$384.03,63%,"Resolution: HD Ready (1366 x 768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI Ports to connect set top box | 1 USB ports to connect hard drives or other USB devices | IR Port to control connected devices like DVD / STB Players|Sound: 16 Watts Output | Powerful Speakers with Dolby Audio|Smart TV Features : Android R 11 ,Packed with amazing smart features such as Google Voice Search, Google App Store and Built-in Chromecast. Google Play Store, YouTube, Google cast, Netflix.|Display : LED Smart TV | Ultra bright screen for flawless picture quality even in bright rooms|Warranty Information: 2 year comprehensive warranty provided by the manufacturer from date of purchase|Installation: For Installation, Wall Mounting, Demo Of This Product Once Delivered, Directly Contact Brand Support (Visit Brand website for Toll free numebrs) and Provide Product's Model Name And Seller's Details Mentioned On Your Invoice. The Service Center Will Allot You A Convenient Slot For The Service",https://m.media-amazon.com/images/I/51lDlqmDxQL._SY300_SX300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
Tata Sky Universal Remote Compatible for SD/HD,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$2.45,$7.19,66%,"This is a Best Genuine Quality Aftermarket Replacement Remote from brand Not Original Tata Sky Remote|Long Distance Ultra wide angle Range. Can be operated from any corner of the room. Premium Quality Product. NOTE: For best performance, please insert new batteries before using.|100% Best Quality Replacement remote for Tata Sky SD / HD / HD+ / 4K DTH Set Top Box (Pairing Required to Sync TV Functions). Compatible Remote Control for Tata Sky Without Recording Feature.|All Products are checked by Electronic Testing device Before Shipment.|IMPORTANT: Please check the images of the item & look closely at all the buttons and match with your existing / old remote before purchase",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/416A01cyQYL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
"WZATCO Pixel | Portable LED Projector | Native 720p with Full HD 1080P Support | 2000 Lumens (200 ANSI) | 176"" Large Screen | Projector for Home and Outdoor | Compatible with TV Stick, PC, PS4","Electronics|HomeTheater,TV&Video|Projectors",$77.91,$119.93,35%,"💖 [Small Size but Powerful Effects] 2022 upgraded Pixel projector provides clear and true-to-life images that are 30% brighter than other similar projectors on the market. This tiny projector with 6.2""X4.7""X2.9"" small size and 480 grams light weight, can be easily put in your handbag for traveling, camping or other locations. Really portable projector used for family leisure.|💖 [Discover the World with Pixel!] Pixel represents a new generation of mini projectors specially designed to enrich your big screen viewing experience. This projector is built using advance construction materials which are only seen in high end projectors. Pixel is 1st mini projector to offer LTPS LCD technology which greatly enhances the image quality. LTPS display can restore complex details which are not seen on TFT or IPS display projectors.|💡 [Large Projection Size] 176 inch large projection screen brings an immersive viewing experience. It allows you to enjoy the happy home theater time with your family both indoor or outdoor. The outdoor projector provides a projection size from 35inch to 176 inch with the projection distance between 3.7ft to 23.6ft.|✔️[Multiple Devices Connection & Wide Application] Equipped with HDMI, USB, and AV interfaces, pixel projector works perfectly with smartphones, iPads, laptops, TV boxes, DVD players, PS4, USB flash disks etc. It can be applied to home theaters, video games, parties and outdoor activities. ✦✦When connect with phone, please purchase an extra HDMI adapter.|✔️[1 Year Warranty & Technical Support] We offer quick reply within 24 hours, 1-year product warranty and a lifetime after-sales service. Wzatco India professional team offers you 100% satisfaction guarantee. Just feel free to try!",https://m.media-amazon.com/images/I/41p+lllC3HL._SY300_SX300_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Projectors""}"
7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$2.82,$7.19,61%,"1.Replacement Remote Control for Tatasky HD/SD Support (Universal & All TV Compatible Remote). Need to remote learning setup as per instruction given in product description or refer listing catalogue image. Once make to learn any brand of tv remote with tata sky remote then common feature can operate from Tata play remote itself. Not required any more tv remote|2. 100% Best Quality Plastic Body and Soft Silicone Rubber Keypad|3. Remotes are checked by Testing Machine Before Shipment|4. It’s not Tatasky Products, is generic product.|5. Please Match the Image with Your Existing Remote Before Placing the Order",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/317Uu2STldL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All TV),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$3.59,$11.99,70%,"☛ Compatible With Tata Sky SD / HD / HD+ Plus / 4K DTH Set Top Box.|☛This is a Universal Tata Sky Remote - Also Works with All LED LCD TV (Pairing Required in some models)|☛ Please note: This is NOT a TataSky Recording Remote.|☛ For best performance, please insert new batteries before using (Batteries Not Included)|☛ This is an Imported Generic Product & Not Original Remote By TataSky.",https://m.media-amazon.com/images/I/31QdoA5bJAL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
Karbonn 80 cm (32 Inches) Millennium Series HD Ready LED TV KJW32NSHDF (Phantom Black) with Bezel-Less Design,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",$84.02,$203.96,59%,"Resolution: HD Ready (1366x768) | Reresh Rate : 60 hertz | 16:09 Display Scale|Connectivity: 2 HDMI Ports to connect set-top box, Blu Ray players and gaming console | 2 USB Ports to connect hard drives and other USB devices | 1 AV Input Port | 1 VGA|Sound: 20 Watts Audio Output | Stereo Sorround|Display: HD Ready Crystal Clear Display | A+ Panel | Dynamic Contrast | High Brightness | Vivid Colour Engine | Wide Viewing Angle|Warranty Information: 1 year warranty provided by the manufacturer from date of purchase|Installation: Customer needs to call the Customer care for this product once delivered. Contact brand for assistance @ (Please visit brand website for tollfree numbers) and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided|Country of Origin : India",https://m.media-amazon.com/images/I/41YDz0uQZaL._SY300_SX300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""StandardTelevisions""}"
OnePlus 138.7 cm (55 inches) U Series 4K LED Smart Android TV 55U1S (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",$516.19,$720.28,28%,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports (HDMI 2.1 Compatible, HDMI 1 supports eARC) to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices|Sound : 30 Watts Output | Co-tuned with Dynaudio | Dolby Audio|Smart TV Features : Android TV 10 ｜Hands-free voice control with Speak Now | Google Assistant | OnePlus Connect 2.0 | OxygenPlay 2.0 | Data Saver Plus | Kids Mode | Game Mode|Display : 1 billion colors | Gamma Engine | HDR10+ certified, HDR10, HLG | MEMC | Bezel-less design | 95.3% Screen to Body Ratio|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation: This TV comes with a wall mount inside the box. Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support",https://m.media-amazon.com/images/I/41BaZZ48wjS._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Televisions"", ""sub_cat3"": ""SmartTelevisions""}"
Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable (Black),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",$2.08,$11.99,83%,perfect|100 % compatible,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41-VkhORGAL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""Cables"", ""sub_cat4"": ""HDMICables""}"
"Amazon Basics HDMI Coupler,Black",Electronics|HomeAudio|Accessories|Adapters,$2.51,$7.20,65%,"Note: Product only works as an extender adapter with HDMI compatible devices, works only to support extension function for long distance transmission without the hassle of using a single length long cable, Both input & output devices need to support ARC for using this function.|Ideal for extended reach when connecting Blu-ray players, Fire TV, Apple TV, PS4, PS3, XBox one, Xbox 360, computers, and other HDMI-enabled devices to TVs, displays, A/V receivers, and more|HDMI female-to-female coupler easily connects two HDMI A Male to A Male cables together. Supports Ethernet, 3D, 4K video, and Audio Return Channel (ARC)|Compatible with latest HDMI standard (4K video at 60 Hz, 2160p, 48-bit/px color depth); supports bandwidth up to 18Gbps; backwards compatible with earlier versions|Measures 0.09 x 0.07 feet (0.029 by 0.022 meters)|1 year limited warranty",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/417qayz2nNL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeAudio"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""Adapters""}"
Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$3.59,$10.79,67%,Not Suitable for Airtel Internet Tv Set top box|Just Insert the battery and you are ready to use|Match your old remote image before placing an order.|Quality plastic used|Customer Care at 9599141927(whatsapp) for compatibility check and technical issue.,https://m.media-amazon.com/images/I/31U-gk8FwsL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""HomeTheater,TV&Video"", ""sub_cat2"": ""Accessories"", ""sub_cat3"": ""RemoteControls""}"
